node_name_list,node_num,init_replicas,target_replicas,delta_replicas,scaling_t,is_wait_until_no_unavailable,cpu_limit,mem_limit,cpu_requests,mem_requests
['k8s02'],1,0,0,0,0.04163980484008789,False,0.1,128,0.1,128
['k8s02'],1,0,1,1,2.701139450073242,False,0.1,128,0.1,128
['k8s02'],1,0,2,2,2.6099417209625244,False,0.1,128,0.1,128
['k8s02'],1,0,3,3,2.741453170776367,False,0.1,128,0.1,128
['k8s02'],1,0,4,4,3.780055522918701,False,0.1,128,0.1,128
['k8s02'],1,0,5,5,3.382229804992676,False,0.1,128,0.1,128
['k8s02'],1,0,6,6,4.3857715129852295,False,0.1,128,0.1,128
['k8s02'],1,0,7,7,5.351388931274414,False,0.1,128,0.1,128
['k8s02'],1,0,8,8,7.604984998703003,False,0.1,128,0.1,128
['k8s02'],1,0,9,9,7.606935977935791,False,0.1,128,0.1,128
['k8s02'],1,0,10,10,8.588400840759277,False,0.1,128,0.1,128
['k8s02'],1,0,11,11,9.398407459259033,False,0.1,128,0.1,128
['k8s02'],1,0,12,12,10.380851984024048,False,0.1,128,0.1,128
['k8s02'],1,0,13,13,11.01065731048584,False,0.1,128,0.1,128
['k8s02'],1,0,14,14,12.606473684310913,False,0.1,128,0.1,128
['k8s02'],1,0,15,15,13.165074586868286,False,0.1,128,0.1,128
['k8s02'],1,0,16,16,14.412245512008667,False,0.1,128,0.1,128
['k8s02'],1,0,17,17,15.38640832901001,False,0.1,128,0.1,128
['k8s02'],1,0,18,18,15.575090885162354,False,0.1,128,0.1,128
['k8s02'],1,0,19,19,16.12320375442505,False,0.1,128,0.1,128
['k8s02'],1,0,20,20,17.161088466644287,False,0.1,128,0.1,128
['k8s02'],1,0,21,21,16.9511296749115,False,0.1,128,0.1,128
['k8s02'],1,0,22,22,18.998183965682983,False,0.1,128,0.1,128
['k8s02'],1,0,23,23,20.200460195541382,False,0.1,128,0.1,128
['k8s02'],1,0,24,24,22.552980184555054,False,0.1,128,0.1,128
['k8s02'],1,0,25,25,22.546017169952393,False,0.1,128,0.1,128
['k8s02'],1,0,26,26,20.792530059814453,False,0.1,128,0.1,128
['k8s02'],1,0,27,27,23.997870683670044,False,0.1,128,0.1,128
['k8s02'],1,0,28,28,25.63469958305359,False,0.1,128,0.1,128
['k8s02'],1,0,29,29,27.139482736587524,False,0.1,128,0.1,128
['k8s02'],1,0,30,30,28.37543535232544,False,0.1,128,0.1,128
['k8s02'],1,0,31,31,28.987235069274902,False,0.1,128,0.1,128
['k8s02'],1,0,32,32,29.975701093673706,False,0.1,128,0.1,128
['k8s02'],1,0,33,33,25.34334421157837,False,0.1,128,0.1,128
['k8s02'],1,0,34,34,29.545042991638184,False,0.1,128,0.1,128
['k8s02'],1,0,35,35,nan,False,0.1,128,0.1,128
['k8s02'],1,0,36,36,nan,False,0.1,128,0.1,128
['k8s02'],1,0,37,37,nan,False,0.1,128,0.1,128
['k8s02'],1,0,38,38,nan,False,0.1,128,0.1,128
['k8s02'],1,0,39,39,nan,False,0.1,128,0.1,128
['k8s02'],1,0,40,40,nan,False,0.1,128,0.1,128
['k8s02'],1,0,41,41,nan,False,0.1,128,0.1,128
['k8s02'],1,0,42,42,nan,False,0.1,128,0.1,128
['k8s02'],1,0,43,43,nan,False,0.1,128,0.1,128
['k8s02'],1,0,44,44,nan,False,0.1,128,0.1,128
['k8s02'],1,0,45,45,nan,False,0.1,128,0.1,128
['k8s02'],1,0,46,46,nan,False,0.1,128,0.1,128
['k8s02'],1,0,47,47,nan,False,0.1,128,0.1,128
['k8s02'],1,0,48,48,nan,False,0.1,128,0.1,128
['k8s02'],1,0,49,49,nan,False,0.1,128,0.1,128
['k8s02'],1,0,50,50,nan,False,0.1,128,0.1,128
