{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 0, 'delta_replicas': 0, 'scaling_t': 0.04323530197143555, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 1, 'delta_replicas': 1, 'scaling_t': 3.0565755367279053, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 2, 'delta_replicas': 2, 'scaling_t': 2.90214467048645, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 3, 'delta_replicas': 3, 'scaling_t': 3.3832545280456543, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 4, 'delta_replicas': 4, 'scaling_t': 3.7478487491607666, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 5, 'delta_replicas': 5, 'scaling_t': 4.339697360992432, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 6, 'delta_replicas': 6, 'scaling_t': 5.06371545791626, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 7, 'delta_replicas': 7, 'scaling_t': 5.390579700469971, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 8, 'delta_replicas': 8, 'scaling_t': 6.564328908920288, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 9, 'delta_replicas': 9, 'scaling_t': 7.525983810424805, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 10, 'delta_replicas': 10, 'scaling_t': 8.393689393997192, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 11, 'delta_replicas': 11, 'scaling_t': 9.539496660232544, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 12, 'delta_replicas': 12, 'scaling_t': 10.571780443191528, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 13, 'delta_replicas': 13, 'scaling_t': 10.94827651977539, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 14, 'delta_replicas': 14, 'scaling_t': 12.577477216720581, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 15, 'delta_replicas': 15, 'scaling_t': 13.78886890411377, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 16, 'delta_replicas': 16, 'scaling_t': 13.98378324508667, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 17, 'delta_replicas': 17, 'scaling_t': 15.50773811340332, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 18, 'delta_replicas': 18, 'scaling_t': 16.778440475463867, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 19, 'delta_replicas': 19, 'scaling_t': 18.016260147094727, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 20, 'delta_replicas': 20, 'scaling_t': 18.557339429855347, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 21, 'delta_replicas': 21, 'scaling_t': 18.60803484916687, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 22, 'delta_replicas': 22, 'scaling_t': 18.547511339187622, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 23, 'delta_replicas': 23, 'scaling_t': 19.798295974731445, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 24, 'delta_replicas': 24, 'scaling_t': 22.48735523223877, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 25, 'delta_replicas': 25, 'scaling_t': 19.94877600669861, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 26, 'delta_replicas': 26, 'scaling_t': 23.191866874694824, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 27, 'delta_replicas': 27, 'scaling_t': 20.536150455474854, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 28, 'delta_replicas': 28, 'scaling_t': 21.928476333618164, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 29, 'delta_replicas': 29, 'scaling_t': 25.958802461624146, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 30, 'delta_replicas': 30, 'scaling_t': 24.816675901412964, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 31, 'delta_replicas': 31, 'scaling_t': 25.354188680648804, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 32, 'delta_replicas': 32, 'scaling_t': 29.20915126800537, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 33, 'delta_replicas': 33, 'scaling_t': 29.154191255569458, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
{'node_name_list': ['k8s02'], 'node_num': 1, 'init_replicas': 0, 'target_replicas': 34, 'delta_replicas': 34, 'scaling_t': nan, 'is_wait_until_no_unavailable': False, 'cpu_limit': 0.1, 'mem_limit': 128, 'cpu_requests': 0.1, 'mem_requests': 128}
